Date,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,RSI,Momentum,TR,ATR,SAR,CCI,SMA,WMA,HMA,ADX,WPR,pk,pslowD,peakheight
4/19/2000,0.017804696,0.018127358,0,-0.024097549,0.014598761,0.038409407,0.050530816,0.029413907,0.002902771,0.023810645,0.012121409,0,0.011560869,-0.008862723,-0.003016606,47.33471249,-0.696092,0.332914,0.307555571,10.78885265,-46.19701406,10.5079657,10.42985351,10.05898559,15.70220765,0.627906798,0.372093202,0.124030811,2.360059
4/25/2000,0.040821967,0,-0.011834505,0.017804696,0.040821967,0.046792158,0.034887208,0.028987462,0.052798107,0.017804696,0,0.014598761,0.023810645,-0.005970191,-0.002998515,53.55070968,0.121059,0.484238,0.306070174,10.592707,-12.06311386,10.4943465,10.37696199,10.00496602,14.11811678,0.395349123,0.604650877,0.330749171,2.662707
4/27/2000,0.014184692,0,0.040821967,0,0.022728248,0.028491976,0.057819612,0.063789803,0.051884852,0.011494331,0.040821967,0.017804696,0,-0.005763728,-0.005797141,56.29499072,0.242119,0.302649,0.2975694,9.805821,39.9166469,10.50947895,10.40938864,10.22122224,13.72983011,0.225000103,0.774999897,0.515051426,2.814032
5/2/2000,0.070352497,0.01173029,-0.046117676,0.014184692,0.058758117,0.09395241,0.067441275,0.055880406,0.061644134,0.023599913,0.005797141,0.022728248,0.011494331,0,-0.005988066,60.63269985,1.210595,0.756622,0.342192502,9.917451418,106.3005994,10.48678025,10.43821232,10.51385223,13.19559048,0,1,0.638710999,3.207475
5/5/2000,0.01169599,-0.005865046,-0.073272218,0.070352497,0.023530495,0.017595736,-0.017291472,-0.008683157,0.026511135,0.011764792,0,0.058758117,0.023599913,-0.018018479,0,49.35625223,0.242119,0.423708,0.362600262,11.137475,-32.4074164,10.3808532,10.409821,10.60802448,12.42255775,0.54545475,0.45454525,0.555871011,2.481118
5/11/2000,0.015949365,-0.037859459,-0.048347778,-0.014641512,0.019169993,0,-0.025001298,-0.043350409,-0.061368888,0.003159469,0.006153789,0.026907462,0.023530495,-0.003231034,-0.015949365,39.61145266,-1.18033,0.211855,0.366585378,10.88116493,-189.3435314,10.22650235,10.19018455,10.04004073,12.55302225,0.881355467,0.118644533,0.130503825,1.633702
5/16/2000,0.033693879,0.015698869,0,0.015949365,0.030397398,0.06174795,0.058568284,0.07456869,0.055398697,0.025158556,0.003169587,0.019169993,0.003159469,0,0,48.03046165,-1.089535,0.393443,0.345126713,10.46671977,-36.38396154,10.1916978,10.0681163,9.603748447,12.34121384,0.610169083,0.389830917,0.154425969,2.11794
5/24/2000,0.028348365,0.003200016,-0.019048167,-0.009389778,0.018576358,0.012345784,0.024845997,0.018576358,0.015456218,0.006191995,0,0,0.003110435,-0.012578729,-0.028348365,45.78907565,0.332914,0.393443,0.327042071,9.944336099,-40.99244318,9.98438345,9.7856441,9.484169206,10.42017104,0.62857097,0.37142903,0.147554366,1.815291
5/30/2000,0.02157247,0.022048121,-0.025158556,0.028348365,0,0.030962248,0.01227004,0.02469261,0.018462035,0.018692208,0,0.018576358,0.006191995,-0.01227004,-0.012658343,50.02667047,0.211854,0.211854,0.315694101,9.351847,8.177901987,9.8724034,9.723096676,9.56752073,9.069789872,0.23999963,0.76000037,0.341905266,1.99688
6/5/2000,0.005917201,0.017964528,0.021374844,-0.01227004,0.005917201,0.026907462,0.039102784,0.045256573,0.032986532,0.029852984,0.015221055,0.006153789,0,-0.005952423,-0.00607907,55.81521392,0.635563,0.12106,0.296335166,9.483549207,166.8492037,9.7770691,9.821241395,9.929014505,9.604817058,0.035714412,0.964285588,0.811212595,2.329794
6/7/2000,0.026907462,-0.026907462,0.005917201,0.017964528,0.008862723,0.023810645,0.008862723,0.029852984,0.042048306,0.01197614,0.005917201,0.029852984,0.015221055,-0.005952423,-0.018237661,55.0894136,0.786887,0.302649,0.303227046,9.607429111,151.4543784,9.7876618,9.888544729,10.12374218,8.950901058,0.035714412,0.964285588,0.865800805,2.329794
6/16/2000,0.013869904,0.014064893,0.05832561,0.009049772,0,0.044451758,0.067441275,0.096941961,0.127339359,0.016901786,0.025826409,0.005970191,0.024391449,-0.013680069,-0.005698044,64.01846199,0.786887,0.302649,0.315508226,9.984293236,222.2222704,10.01313505,10.20401994,10.45155375,11.77355099,0.104166409,0.895833591,0.887444388,3.056151
6/21/2000,0.024828871,0.025461074,-0.039330978,0.013869904,0.036064897,0.030431057,0.022039458,-0.002721101,0.041730657,0.008391599,0,0,0.016901786,0,-0.008462708,62.72057572,0.847416,0.393443,0.328749984,10.40398682,141.2864208,10.21136995,10.423224,10.82318786,11.89793436,0.020833419,0.979166581,0.79629622,3.17721
6/28/2000,0.005277078,0.016000317,0.030015926,-0.016483866,0.010582152,0.010582152,0.021277396,0.037537982,0.040273882,0.010582152,0,0,0.005464426,0,-0.013387046,66.04201578,0.817152,0.12106,0.292965524,10.89737784,127.6104163,10.58816765,10.84794114,11.39258179,13.58952151,0,1,0.957870351,3.570654
6/30/2000,0.032088355,-0.032088355,0.005277078,0.016000317,0,0.02116481,0.015831442,0.015831442,0.026526686,0,0.010582152,0.010582152,0,-0.02384211,-0.02710186,63.05624365,0.514503,0.423708,0.314990712,11.016416,108.8049186,10.70922715,10.9818272,11.50075332,13.05805701,0.040815817,0.959184183,0.94043836,3.570654
7/6/2000,0.028091755,-0.063469558,-0.015915519,0.032088355,0.028013056,0.01111127,-0.021858791,-0.053776348,-0.032611538,0.01111127,0.029296399,0,0,0,-0.01974675,52.59437486,-0.181589,0.332914,0.342651949,11.561183,4.221044534,10.8272601,11.0391863,11.36760747,12.68183474,0.617647145,0.382352855,0.625702848,2.995621
