Date,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,RSI,Momentum,TR,ATR,SAR,CCI,SMA,WMA,HMA,ADX,WPR,pk,pslowD,troughdepth
8/15/2000,-0.013941245,0.00106553,0.023733584,0.016511107,0.007555352,-0.026526754,0.007555352,0.028355226,0.008639363,0,0.019313905,0.014278112,0.010787591,-0.004343112,-0.022234902,51.13852234,-1.0625,1.25,1.452980822,57.051875,22.36355323,57.171875,57.92410714,58.59709686,11.4295047,0.55,0.45,0.647236903,5.875
8/18/2000,-0.012793351,0.003183027,0.016068905,-0.013941245,0,0.001061008,0.008519753,0.021437048,-0.012645058,0.007403524,0.014862269,0.007555352,0,-0.013881696,-0.003189795,51.90243221,-0.375,0.875,1.355825935,57.83387938,29.08507958,57.834375,58.29494048,58.39554654,10.57281385,0.45,0.55,0.646078431,5.5
8/23/2000,-0.004214969,0.005271493,0.014909754,-0.012793351,0.012712036,0.004219416,0.016985546,0.007395702,0.00845671,0.017810843,0.014878064,0,0.007403524,-0.007490672,-0.003176286,55.1689344,2.875,1.25,1.319332937,60.1875,38.49577214,58.559375,58.62708333,58.85554113,10.28415721,0.25,0.75,0.730555556,4.5625
8/30/2000,-0.020574629,-0.009600074,-0.01055976,0.00210305,0.016456762,-0.003259101,-0.033175862,-0.032122676,-0.02578016,0.011859977,0.00210305,0.009438979,0.010548621,-0.004434597,-0.009809343,44.23553249,-1.6875,2.0625,1.293480691,59.78330368,-157.3301549,58.5875,58.62202381,59.07768939,10.50682013,0.777777778,0.222222222,0.634151741,6.625
9/6/2000,-0.017857617,-0.01754431,-0.001086366,0.007629465,0.014582423,-0.007764875,-0.014372829,-0.020937404,-0.006659292,0.006607954,0.01525084,0.010846093,0.016456762,0,-0.015590516,37.44563735,-3.9375,1.1875,1.26705447,58.66995706,-174.0023474,58.140625,57.98214286,57.32879329,13.12320873,0.961538462,0.038461538,0.248982499,8.25
9/11/2000,0,-0.028234512,0.011198325,-0.017857617,0.008041399,-0.003426617,-0.018141087,-0.012507269,-0.034854568,0.006818208,0.015607898,0.014582423,0.006607954,-0.003466208,-0.005717568,35.38937147,-4.9375,0.625,1.228487125,57.43476268,-173.7028682,57.79375,57.12321429,55.44732955,16.45672736,0.909090909,0.090909091,0.096707305,9.1875
9/15/2000,-0.022936785,-0.001133145,-0.014615212,0.026004857,0.006880761,-0.013621096,-0.003422707,-0.022599832,0.00918491,0.001126761,0.012450642,0.005571045,0.008041399,-0.009248621,-0.006787356,35.69835463,-3.6875,1.3125,1.209600382,55.71006997,-122.5048924,57.084375,56.15833333,54.31469968,17.88973456,0.989010989,0.010989011,0.196901208,9.875
9/19/2000,0,0.009237941,-0.022936785,-0.001133145,0.011507607,0.009195467,0.00573725,-0.014764607,-0.004566218,0.011481182,0.006880761,0.001126761,0.012450642,-0.005803847,0,38.8028073,-2.125,0.9375,1.167971758,55.08842605,-96.55751469,56.653125,55.66071429,53.93943723,19.68595198,0.838235294,0.161764706,0.114426458,9.375
9/26/2000,-0.018309612,-0.001066667,0.041355186,0.031605339,0.005431844,-0.02883275,-0.001082837,0.038657492,0.057987258,0.004201687,0.021414095,0.018963201,0.002293579,-0.00546151,-0.016985546,54.13500691,1.5,1.5,1.316887565,54.2435,72.33757535,56.10625,56.01517857,56.28834957,18.32833526,0.357894737,0.642105263,0.722894059,6.25
10/3/2000,-0.004201687,-0.013534824,0.024072329,0.01494158,0.009518845,-0.017736511,-0.00210305,0.020202707,0.015915455,0.002066116,0.018731037,0.019149521,0.001068947,-0.003193191,-0.018789697,59.12247738,5,1,1.284564764,55.99537161,93.17287315,56.584375,57.48125,59.87293831,19.10491014,0.18018018,0.81981982,0.887476951,4.375
10/9/2000,-0.01593236,-0.006302542,0.001047669,0.004201687,0.001056524,0,0.003172927,0.002114166,0.006355954,0.007364578,0.015764909,0.014706147,0.009518845,-0.013837368,-0.010615811,52.47641015,-0.1875,1,1.208857097,57.30836681,43.48605435,57.396875,58.38125,60.4007711,18.97369964,0.336448598,0.663551402,0.823477683,5.375
10/13/2000,-0.004305712,-0.008556202,-0.012698583,0.018037624,0.003227544,-0.002145924,-0.015983292,-0.019149521,-0.015983292,0.005344748,0.007372335,0.005254873,0.001056524,-0.011924261,-0.009693129,49.23245757,-2.5,0.875,1.156501654,60.625,-11.52495425,58.1,58.72827381,59.24579004,16.12395719,0.754385965,0.245614035,0.494592679,5.8125
