Date,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,RSI,Momentum,TR,ATR,SAR,CCI,SMA,WMA,HMA,ADX,WPR,pk,pslowD,d_return
5/24/2005,0.004673669,0.00452755,-0.008034861,0.003841983,0.000999201,0.008860762,0.006345004,0.007853679,0.003334464,0.005359249,0.002342297,0.012006164,0.004997495,-0.004508649,-0.000839966,46.2625244,-1.41,0.330002,0.839450974,60.97135406,-34.07059638,60.40749995,60.05457137,58.98598608,17.80697108,0.538461877,0.461538123,0.39682524,0.004684608
5/25/2005,0.010766183,0.004673669,0.00452755,-0.008034861,0.006419247,0.015376032,0.023237593,0.020721835,0.02223051,0.000999201,0.005359249,0.002342297,0.012006164,-0.003142349,-0.004508649,51.07809183,0.130001,0.900002,0.843776047,60.950001,16.92061115,60.41950005,60.08242861,59.20637179,16.88701488,0.376417234,0.623582766,0.43045897,0.010824347
5/26/2005,0.008693551,0.010766183,0.004673669,0.00452755,0.000163098,0.012634527,0.021591312,0.029452873,0.026937115,0.006419247,0.000999201,0.005359249,0.002342297,-0.004740524,-0.003142349,54.64689254,2.029999,0.630001,0.828506401,57.950001,52.01607136,60.4410001,60.15961909,59.59167655,16.41897214,0.177944701,0.822055299,0.510499348,0.00873145
5/27/2005,0.0024468,0.008693551,0.010766183,0.004673669,0.012894996,0.005529368,0.018000797,0.026957582,0.034819143,0.000163098,0.006419247,0.000999201,0.005359249,-0.004280514,-0.004740524,55.63335216,2.810001,1.049999,0.844327301,57.950001,52.63617226,60.46500005,60.24904774,60.0641888,15.48470328,0.131645789,0.868354211,0.634032136,0.002449796
5/31/2005,-0.019411697,0.0024468,0.008693551,0.010766183,0.001483558,-0.002632013,-0.009997641,0.002473787,0.011430573,0.012894996,0.000163098,0.006419247,0.000999201,-0.006952486,-0.004280514,46.97708142,1.75,1.18,0.868303922,58.09840096,-3.882448066,60.4135001,60.22380974,60.41025004,14.60137657,0.393530834,0.606469166,0.72422746,-0.019224503
6/1/2005,0.014348378,-0.019411697,0.0024468,0.008693551,0.011663377,0.01001241,0.005896839,-0.001468789,0.01100264,0.001483558,0.012894996,0.000163098,0.006419247,-0.000661157,-0.006952486,52.80738388,1.950001,1.029999,0.879853571,58.24086492,36.24976258,60.4285001,60.28633354,60.70488002,13.91490129,0.159029692,0.840970308,0.769629404,0.01445181
6/2/2005,0.002126459,0.014348378,-0.019411697,0.0024468,0.006037434,0.015575378,0.013924412,0.009808841,0.002443213,0.011663377,0.001483558,0.012894996,0.000163098,-0.001474081,-0.000661157,53.62791805,1.450001,0.460003,0.849864244,58.37763032,60.00970141,60.40100015,60.35980981,60.94869186,13.53273275,0.123988982,0.876011018,0.770680317,0.002128721
6/3/2005,0.002121946,0.002126459,0.014348378,-0.019411697,0.005723211,0.003757319,0.013295263,0.011644297,0.007528726,0.006037434,0.011663377,0.001483558,0.012894996,-0.004108132,-0.001474081,54.48024693,1.350002,0.600002,0.832016941,58.50892511,60.0220482,60.36250035,60.44828618,61.16527783,12.82791793,0.088948272,0.911051728,0.807475248,0.002124199
6/6/2005,-0.000163098,0.002121946,0.002126459,0.014348378,0.00048837,0.007677911,0.005712019,0.015249963,0.013598997,0.005723211,0.006037434,0.011663377,0.001483558,-0.008502275,-0.004108132,54.39740434,1.82,0.549999,0.811872802,58.63496811,73.16946944,60.33750035,60.53947662,61.36312946,12.31384088,0.111842068,0.888157932,0.84741158,-0.000163085
6/7/2005,0.002768538,-0.000163098,0.002121946,0.002126459,0.006325526,0.006976584,0.014166125,0.012200233,0.021738178,0.00048837,0.005723211,0.006037434,0.011663377,-0.000813852,-0.008502275,55.6323085,1.720002,0.529998,0.791738888,58.75596938,103.5392563,60.31700035,60.64923869,61.52762491,12.29648785,0.146339897,0.853660103,0.884013721,0.002772374
6/8/2005,-0.007181408,0.002768538,-0.000163098,0.002121946,0.00581117,0.01084244,0.011493498,0.018683039,0.016717147,0.006325526,0.00048837,0.005723211,0.006037434,-0.011724626,-0.000813852,51.72790352,1,1.080002,0.81232911,58.9416111,90.85087289,60.29650035,60.71904808,61.59906857,11.78373589,0.394161026,0.605838974,0.852860828,-0.007155684
6/9/2005,0.018501015,-0.007181408,0.002768538,-0.000163098,0.014886974,0.007901323,0.012932592,0.01358365,0.020773191,0.00581117,0.006325526,0.00048837,0.005723211,-0.003265859,-0.011724626,59.6327104,1.489998,1.209999,0.840734102,59.19668229,113.5668238,60.3775003,60.89938129,61.71266613,11.46726767,0.024389904,0.975610096,0.826181772,0.018673219
6/10/2005,-0.000321663,0.018501015,-0.007181408,0.002768538,0.001915388,0.02208875,0.015103099,0.020134368,0.020785426,0.014886974,0.00581117,0.006325526,0.00048837,-0.014321574,-0.003265859,59.44877321,0.939998,1.009998,0.852824381,59.50301386,123.4153595,60.52600015,61.07009535,61.84701456,11.70765608,0.168224663,0.831775337,0.79955451,-0.000321611
6/13/2005,0.003692771,-0.000321663,0.018501015,-0.007181408,0.011872464,0.001755943,0.021929305,0.014943654,0.019974923,0.001915388,0.014886974,0.00581117,0.006325526,-0.004205052,-0.014321574,60.94080026,1.020001,1,0.863336925,59.88785208,120.8347656,60.71750025,61.24857172,62.01776201,11.93087389,0.104728752,0.895271248,0.838998918,0.003699598
6/14/2005,0.005274495,0.003692771,-0.000321663,0.018501015,0.006060641,0.014898153,0.004781632,0.024954994,0.017969343,0.011872464,0.001915388,0.014886974,0.00581117,-0.000800176,-0.004205052,63.04188291,2.529999,0.489997,0.836669787,60.22650971,146.9647895,60.9315002,61.44023836,62.24530346,12.36949004,0.059479226,0.940520774,0.864827605,0.005288429
6/15/2005,0.000478094,0.005274495,0.003692771,-0.000321663,0.006849903,0.007649503,0.016487016,0.006370494,0.026543857,0.006060641,0.011872464,0.001915388,0.014886974,-0.003522838,-0.000800176,63.2354869,1.689998,0.650002,0.823336374,60.59939821,139.8357637,61.11350015,61.61438101,62.47148847,12.56413381,0.08243868,0.91756132,0.902619709,0.000478208
6/16/2005,0.008093387,0.000478094,0.005274495,0.003692771,0.005060884,0.013179992,0.013979593,0.022817105,0.012700584,0.006849903,0.006060641,0.011872464,0.001915388,-0.005405419,-0.003522838,66.45301407,2.069999,0.659999,0.811669419,60.98189482,159.971083,61.28950015,61.81976195,62.7338212,13.24823041,0.037617265,0.962382735,0.915709503,0.008126227
6/17/2005,0.021886101,0.008093387,0.000478094,0.005274495,0.007917359,0.025052164,0.033171272,0.033970873,0.042808385,0.005060884,0.006849903,0.006060641,0.011872464,-0.000623651,-0.005405419,73.34837897,3.339996,1.399998,0.853692889,61.41535357,220.5329551,61.52400005,62.14171412,63.14513946,15.1203597,0,1,0.939306914,0.022127359
6/20/2005,0.000463771,0.021886101,0.008093387,0.000478094,0.002158148,0.012083772,0.029218577,0.037337685,0.038137286,0.007917359,0.005060884,0.006849903,0.006060641,-0.005105635,-0.000623651,73.47419511,3.379997,0.470001,0.826286325,62.06628246,194.7395333,61.7839999,62.44419002,63.62739958,17.06674613,0.053812756,0.946187244,0.956553207,0.000463878
6/21/2005,-0.014321509,0.000463771,0.021886101,0.008093387,0.003731425,-0.00557106,0.004354563,0.021489369,0.029608477,0.002158148,0.007917359,0.005060884,0.006849903,-0.008446742,-0.005105635,63.56387094,2.289997,1.039997,0.841551374,62.69850076,127.10584,61.98449985,62.63428518,64.0170352,17.50650359,0.275535023,0.724464977,0.939907362,-0.014219444
6/22/2005,-0.004242304,-0.014321509,0.000463771,0.021886101,0.004848637,-0.001714881,-0.011017367,-0.001091743,0.016043062,0.003731425,0.002158148,0.007917359,0.005060884,-0.005818068,-0.008446742,60.96493078,2.459999,0.679996,0.830011704,63.19163103,96.60096903,62.1574998,62.77957071,64.2620016,17.53824815,0.339668247,0.660331753,0.878911797,-0.004233318
6/23/2005,0.002044845,-0.004242304,-0.014321509,0.000463771,0.012028591,0.009674018,0.0031105,-0.006191985,0.003733638,0.004848637,0.003731425,0.002158148,0.007917359,-0.001887731,-0.005818068,61.77532393,1.45,0.890004,0.834296868,63.41,95.67466774,62.3044997,62.92076111,64.3726184,17.88449638,0.321782921,0.678217079,0.784961111,0.002046938
6/24/2005,-0.002202282,0.002044845,-0.004242304,-0.014321509,0.00140636,0.006422831,0.004068258,-0.00249526,-0.011797746,0.012028591,0.004848637,0.003731425,0.002158148,-0.008006982,-0.001887731,60.32292433,1.330002,0.600002,0.81756152,63.439999,74.67291673,62.4179997,63.03461829,64.37945188,18.09260602,0.370180177,0.629819823,0.706929604,-0.002199859
6/27/2005,0.008624169,-0.002202282,0.002044845,-0.004242304,0.005465743,0.004057403,0.009073873,0.0067193,0.000155782,0.00140636,0.012028591,0.004848637,0.003731425,-0.000626582,-0.008006982,63.91257202,1.650001,0.709999,0.809878483,63.439999,86.59324995,62.5514998,63.19004717,64.38613901,18.47149829,0.22879134,0.77120866,0.678958669,0.008661465
6/28/2005,0.005449589,0.008624169,-0.002202282,0.002044845,0.00448121,0.015537913,0.014129573,0.019146043,0.01679147,0.005465743,0.00140636,0.012028591,0.004848637,-0.006369881,-0.000626582,66.01940257,1.670002,0.809998,0.80988702,63.76999966,102.6870864,62.76149985,63.366095,64.42543802,19.47467066,0.142105151,0.857894849,0.700726394,0.005464465
6/29/2005,-0.013286682,0.005449589,0.008624169,-0.002202282,0.002034286,-0.009335668,0.001721036,0.000312695,0.005329166,0.00448121,0.005465743,0.00140636,0.012028591,-0.007231583,-0.006369881,57.27417948,0.790001,1.020001,0.824895161,64.940002,46.26618273,62.8854998,63.44119016,64.38556923,19.14420021,0.429013139,0.570986861,0.726473251,-0.013198804
6/30/2005,-0.018582255,-0.013286682,0.005449589,0.008624169,0.002855332,-0.011183845,-0.022553798,-0.011497095,-0.012905435,0.002034286,0.00448121,0.005465743,0.00140636,-0.011182241,-0.007231583,47.87377897,-0.889999,1.299999,0.85883115,64.940002,-25.08908952,62.9444998,63.39304741,64.15300039,18.128743,0.790123522,0.209876478,0.67753021,-0.018410669
7/1/2005,0.013534145,-0.018582255,-0.013286682,0.005449589,0.006171378,0.006965328,-0.007073849,-0.018443802,-0.007387098,0.002855332,0.002034286,0.00448121,0.005465743,-0.002542913,-0.011182241,53.80568172,-1.439998,1.009998,0.869628782,64.83240192,6.640740563,63.0394997,63.42023791,63.87848895,16.87912459,0.635688003,0.364311997,0.553780433,0.013626146
7/5/2005,0.04287587,0.013534145,-0.018582255,-0.013286682,0.018349092,0.046520016,0.047313966,0.033274789,0.021904835,0.006171378,0.002855332,0.002034286,0.00448121,-0.000771949,-0.002542913,66.98938531,1.300003,2.77,1.005369583,62.25,166.1913999,63.2734997,63.70219032,63.91268822,17.83280503,0,1,0.484235778,0.043808319
7/6/2005,-0.007299348,0.04287587,0.013534145,-0.018582255,0.001950882,0.028899258,0.057070182,0.057864132,0.043824955,0.018349092,0.006171378,0.002855332,0.002034286,-0.017731737,-0.000771949,63.60197107,1.739998,1.299995,1.026414256,62.25,167.4235286,63.47499945,63.91614244,64.14695203,19.12390399,0.265168718,0.734831282,0.535389677,-0.007272773
7/7/2005,-0.004742578,-0.007299348,0.04287587,0.013534145,0.014643745,-0.018496616,0.00845176,0.036622683,0.037416633,0.001950882,0.018349092,0.006171378,0.002855332,-0.003733638,-0.017731737,61.44113813,1.700001,1.359993,1.050241309,62.42799988,93.34315589,63.68299945,64.0813805,64.47174301,19.01826324,0.334831237,0.665168763,0.674814644,-0.004731349
7/8/2005,0.016727869,-0.004742578,-0.007299348,0.04287587,0.012648926,0.037038447,0.003898086,0.030846462,0.059017385,0.014643745,0.001950882,0.018349092,0.006171378,-0.000454703,-0.003733638,65.87192167,2.669999,1.620003,1.090938573,62.59887976,176.7714134,63.8889994,64.33157083,64.90936374,19.78658075,0.113537942,0.886462058,0.753956159,0.016868563
7/11/2005,0.001808076,0.016727869,-0.004742578,-0.007299348,0.010210299,0.014293541,0.038683061,0.0055427,0.032491076,0.012648926,0.014643745,0.001950882,0.018349092,-0.002115109,-0.000454703,66.32651728,2.93,0.819999,1.071585746,62.8527471,159.0026347,64.1019995,64.57357089,65.36400886,20.55846412,0.108742384,0.891257616,0.792150065,0.001809712
7/12/2005,-0.011049882,0.001808076,0.016727869,-0.004742578,0.001054735,0.002261281,0.006344523,0.030734044,-0.002406318,0.010210299,0.012648926,0.014643745,0.001950882,-0.010607722,-0.002115109,61.0031491,1.649994,0.790001,1.05147255,63.17972749,106.448064,64.26699925,64.72576113,65.73011574,20.79096936,0.264393277,0.735606723,0.804741882,-0.010989056
7/13/2005,0,-0.011049882,0.001808076,0.016727869,0.003489285,-0.004683804,-0.003477258,0.000605984,0.024995505,0.001054735,0.010210299,0.012648926,0.014643745,-0.006403529,-0.010607722,61.0031491,1.299995,0.650002,1.022796082,63.48054945,83.36903221,64.4154991,64.8622371,66.01012125,20.7469274,0.264393277,0.735606723,0.813187322,0
7/14/2005,-0.00978899,0,-0.011049882,0.001808076,0.002871641,0.006966543,-0.001206546,0,0.004083242,0.003489285,0.001054735,0.010210299,0.012648926,-0.019409136,-0.006403529,56.40051553,1.509999,1.459999,1.054024862,63.75730566,54.54822942,64.5304991,64.92361795,66.13391476,20.13990061,0.40085356,0.59914644,0.77179526,-0.009741233
7/15/2005,-0.000461204,-0.00978899,0,-0.011049882,0.002762009,-0.012335464,-0.008240562,-0.016413651,-0.015207105,0.002871641,0.003489285,0.001054735,0.010210299,-0.002615556,-0.019409136,56.18652307,2.649998,0.349998,1.003737229,64.01192136,28.2796645,64.61849905,64.97118937,66.1383574,19.57623288,0.407249933,0.592750067,0.706703797,-0.000461097
7/18/2005,0.007048742,-0.000461204,-0.00978899,0,0.004119881,0.009024857,-0.006072616,-0.001977714,-0.010150803,0.002762009,0.002871641,0.003489285,0.001054735,-0.002296243,-0.002615556,58.76977014,2.259998,0.639999,0.977755927,64.24616781,52.26414856,64.65949905,65.05418927,66.09598025,19.37435233,0.309169165,0.690830835,0.65339894,0.007073643
7/19/2005,0.007151054,0.007048742,-0.000461204,-0.00978899,0.004101745,0.008526193,0.013431169,-0.001666304,0.002428599,0.004119881,0.002762009,0.002871641,0.003489285,-0.007180552,-0.002296243,61.28166511,-0.040001,0.739998,0.960773218,64.46167455,62.89938411,64.72249915,65.17804641,66.05250328,19.41050806,0.208955774,0.791044226,0.653872855,0.007176684
7/20/2005,-0.006540445,0.007151054,0.007048742,-0.000461204,0.015349495,-0.000609106,0.003815342,0.008720318,-0.006377155,0.004101745,0.004119881,0.002762009,0.002871641,-0.003564023,-0.007180552,57.81146852,0.010002,1.540001,1.002146631,66.940002,25.17178984,64.80999915,65.25495116,65.98210001,18.58358414,0.30064017,0.69935983,0.682065262,-0.006519103
7/21/2005,-0.010585403,-0.006540445,0.007151054,0.007048742,0.00447005,0.005706733,-0.010251869,-0.00582742,-0.000922444,0.015349495,0.004101745,0.004119881,0.002762009,-0.003249612,-0.003564023,52.65848138,-0.370003,1.010002,1.002707729,66.940002,-7.364671023,64.87649905,65.257808,65.82154147,17.81572623,0.512196336,0.487803664,0.692674193,-0.010529574
7/22/2005,0.016974198,-0.010585403,-0.006540445,0.007151054,0.013125968,0.018672015,0.019908698,0.003950096,0.008374545,0.00447005,0.015349495,0.004101745,0.004119881,-0.000614615,-0.003249612,58.99106107,-0.360001,1.110001,1.010371534,66.83920184,51.60503016,64.99199895,65.3600459,65.71809499,17.88822762,0.356117163,0.643882837,0.665609882,0.017119079
7/25/2005,0.01400309,0.016974198,-0.010585403,-0.006540445,0.007303081,0.033983488,0.039529535,0.040766218,0.024807617,0.013125968,0.00447005,0.015349495,0.004101745,-0.004497684,-0.000614615,63.40752353,0.449997,1.389999,1.037487781,64.419998,139.0452785,65.1609988,65.53985524,65.77320126,18.8896472,0.144654137,0.855345863,0.644031824,0.014101593
7/26/2005,-0.020849781,0.01400309,0.016974198,-0.010585403,0.002726861,-0.011282557,0.01539785,0.020943898,0.02218058,0.007303081,0.013125968,0.00447005,0.015349495,-0.006391713,-0.004497684,54.09745785,-0.199997,1.379997,1.061952726,64.419998,39.13824504,65.23349865,65.57214107,65.80797456,18.72773271,0.57861655,0.42138345,0.637632316,-0.020633927
7/27/2005,0.011083435,-0.020849781,0.01400309,0.016974198,0.010894252,0.008007885,-0.006001534,0.020678874,0.026224921,0.002726861,0.007303081,0.013125968,0.00447005,-0.001217857,-0.006391713,57.64063285,0.530006,0.949997,1.053955888,64.53679792,67.96827931,65.3249987,65.66704624,65.90210559,18.8152217,0.380134849,0.619865151,0.644915442,0.011145084
7/28/2005,0.004820012,0.011083435,-0.020849781,0.01400309,0,0.018539923,0.015653556,0.001644138,0.028324545,0.010894252,0.002726861,0.007303081,0.013125968,-0.012624093,-0.001217857,59.12989659,1.490005,0.839996,1.038673039,64.64892584,101.827978,65.4749989,65.78371332,66.04263951,19.23365063,0.270545733,0.729454267,0.620878831,0.004831647
7/29/2005,-0.01011873,0.004820012,0.011083435,-0.020849781,0.000746599,0.000447913,0.018987837,0.016101469,0.002092051,0,0.010894252,0.002726861,0.007303081,-0.015961866,-0.012624093,54.78668883,0.849998,1.110001,1.043767893,64.75656865,73.04107143,65.6499987,65.82228457,66.12283826,19.3637608,0.5,0.5,0.612957416,-0.010067708
8/1/2005,0.011320022,-0.01011873,0.004820012,0.011083435,0.003289,0.000895894,0.000597208,0.019137131,0.016250764,0.000746599,0,0.010894252,0.002726861,-0.006158427,-0.015961866,58.46450588,1.139999,1.120003,1.049213258,64.85990574,118.0276433,65.81999855,65.91561774,66.24801877,19.49191204,0.243150509,0.756849491,0.622925116,0.011384336
8/2/2005,0.013120883,0.011320022,-0.01011873,0.004820012,0.008030992,0.010872145,0.008479039,0.008180353,0.026720277,0.003289,0.000746599,0,0.010894252,0,-0.006158427,62.33583999,1.550003,0.880005,1.037126954,64.95910935,173.6627603,65.89549865,66.07657045,66.47727522,19.98633322,0,1,0.676941407,0.01320734
8/3/2005,0.010462027,0.013120883,0.011320022,-0.01011873,0.003933241,0.026668218,0.029509371,0.027116265,0.026817579,0.008030992,0.003289,0.000746599,0,-0.006002565,0,65.15751911,2.690002,1.269997,1.053760529,65.11216291,229.0991915,66.03049885,66.29795162,66.8418045,21.24259619,0.128439879,0.871560121,0.763506985,0.010516945
8/4/2005,-0.002789022,0.010462027,0.013120883,0.011320022,0.008775806,0.002332644,0.025067621,0.027908774,0.025515668,0.003933241,0.008030992,0.003289,0.000746599,-0.002500523,-0.006002565,63.78046148,3.190003,0.769996,1.033491634,65.4055898,180.5267735,66.17149885,66.48838021,67.25525882,22.16271597,0.172018309,0.827981691,0.842755657,-0.002785136
8/5/2005,-0.001912706,-0.002789022,0.010462027,0.013120883,0.00029297,0.00322677,-0.003216392,0.019518585,0.022359738,0.008775806,0.003933241,0.008030992,0.003289,-0.009862434,-0.002500523,62.80249424,1.950005,0.690003,1.008956731,65.67554254,133.3949125,66.25099905,66.65299956,67.62231157,22.64414239,0.201834128,0.798165872,0.869517679,-0.001910878
8/8/2005,0.018964755,-0.001912706,-0.002789022,0.010462027,0.009369351,0.020729887,0.023663687,0.017220526,0.039955502,0.00029297,0.008775806,0.003933241,0.008030992,0,-0.009862434,68.07441162,2.32,1.799995,1.065459465,65.92389905,193.9455544,66.3894989,66.9338565,68.04930446,23.92713929,0.094696988,0.905303012,0.858744452,0.019145728
8/9/2005,0.014062551,0.018964755,-0.001912706,-0.002789022,0.001838323,0.024745537,0.036106073,0.039039873,0.032596712,0.009369351,0.00029297,0.008775806,0.003933241,-0.010100377,0,71.36873153,4.68,1.580002,1.102212503,66.30150885,204.029063,66.61349905,67.29485661,68.59762587,25.62568102,0.095846455,0.904153545,0.848531188,0.014161894
8/10/2005,0.005683476,0.014062551,0.018964755,-0.001912706,0.001132097,0.000707393,0.023614607,0.034975143,0.037908943,0.001838323,0.009369351,0.00029297,0.008775806,-0.007961444,-0.010100377,72.6110192,4.349999,0.639999,1.069197253,66.83892767,171.9925914,66.8574993,67.6726188,69.23027868,27.20289835,0.034903515,0.965096485,0.879291783,0.005699658
8/11/2005,0,0.005683476,0.014062551,0.018964755,0.002810922,0.008881386,0.008456682,0.031363896,0.042724432,0.001132097,0.001838323,0.009369351,0.00029297,-0.011323589,-0.007961444,72.6110192,4.029999,1,1.064254592,67.31185623,152.9598121,67.1334995,68.02714286,69.86343688,28.91380652,0.116521391,0.883478609,0.903878235,0
8/12/2005,-0.000425126,0,0.005683476,0.014062551,0.000987515,-0.001831444,0.00423902,0.003814316,0.02672153,0.002810922,0.001132097,0.001838323,0.009369351,-0.006371646,-0.011323589,72.33801949,4.670006,0.519996,1.025378978,67.86319635,129.1049045,67.4094997,68.35252415,70.4156755,30.50250696,0.121738609,0.878261391,0.917124241,-0.000425035
8/15/2005,-0.008970018,-0.000425126,0,0.005683476,0.004709935,-0.008789325,-0.011608284,-0.00553782,-0.005962525,0.000987515,0.002810922,0.001132097,0.001838323,-0.003152345,-0.006371646,66.66902959,3.290001,0.870003,1.014280694,68.33734886,89.96720831,67.6309997,68.59161922,70.77323315,30.99502423,0.237500442,0.762499558,0.889311631,-0.008929907
8/16/2005,-0.016729493,-0.008970018,-0.000425126,0,0.005333288,-0.004876017,-0.018375277,-0.021194236,-0.015123772,0.004709935,0.000987515,0.002810922,0.001132097,-0.006234163,-0.003152345,57.70238399,1.25,1.159996,1.02468893,68.74512002,48.53526169,67.77099985,68.69914325,70.83389385,30.35999458,0.463686519,0.536313481,0.825350053,-0.016590332
8/17/2005,-0.011702928,-0.016729493,-0.008970018,-0.000425126,0.009680145,0.005189589,-0.005019716,-0.018518976,-0.021337935,0.005333288,0.004709935,0.000987515,0.002810922,-0.01595111,-0.006234163,52.46191871,-0.260002,1.760002,1.077211292,71.25,19.96613389,67.89249985,68.71714317,70.59749757,28.79172436,0.612662786,0.387337214,0.709718249,-0.011634715
8/18/2005,-0.011246079,-0.011702928,-0.016729493,-0.008970018,0.002812153,-0.017870594,-0.02236115,-0.032570455,-0.046069715,0.009680145,0.005333288,0.004709935,0.000987515,-0.011178296,-0.01595111,48.00184698,-0.830002,1.239998,1.088838914,71.25,-40.79849927,68.0104999,68.65119052,70.10062732,27.04557,0.829919158,0.170080842,0.550772913,-0.011183078
8/19/2005,0.012716437,-0.011246079,-0.011702928,-0.016729493,0.001320461,0.010761451,-0.009921296,-0.014411852,-0.024621157,0.002812153,0.009680145,0.005333288,0.004709935,-0.002646297,-0.011178296,52.88322187,0.159996,1,1.082493278,71.06880004,-6.9888314,68.11599995,68.65590462,69.56741069,25.25114388,0.704194857,0.295805143,0.403678332,0.012797634
8/22/2005,-0.005303504,0.012716437,-0.011246079,-0.011702928,0.004691403,0.003810116,0.013251106,-0.007431641,-0.011922197,0.001320461,0.002812153,0.009680145,0.005333288,-0.011379772,-0.002646297,50.73608072,-1.5,1.090004,1.083029758,70.89484808,-23.84389798,68.15699995,68.6162853,69.01763378,23.83613353,0.783665294,0.216334706,0.292130603,-0.005289465
8/23/2005,-0.008604029,-0.005303504,0.012716437,-0.011246079,0.001185215,-0.007522743,-0.00840403,0.00103696,-0.019645787,0.004691403,0.001320461,0.002812153,0.009680145,-0.00699149,-0.011379772,47.39720756,-3.059997,0.709999,1.056384704,70.7278542,-60.12791235,68.2380001,68.51752368,68.43740381,22.74881517,0.911699318,0.088300682,0.237320491,-0.00856712
8/24/2005,0.004162941,-0.008604029,-0.005303504,0.012716437,0.006980083,0.001629283,-0.007078676,-0.007959962,0.001481028,0.001185215,0.004691403,0.001320461,0.002812153,-0.00164069,-0.00699149,49.13740755,-3.18,0.580002,1.022357368,70.56754007,-60.40446165,68.29650005,68.43771434,67.91440883,21.71027216,0.849889371,0.150110629,0.193045249,0.004171618
8/25/2005,-0.003418358,0.004162941,-0.008604029,-0.005303504,0.000741279,0.005647288,0.000296487,-0.008411471,-0.009292758,0.006980083,0.001185215,0.004691403,0.001320461,-0.008788379,-0.00164069,47.74027106,-3.410004,0.640007,0.995046627,70.4136385,-72.61113316,68.3274998,68.33042843,67.44476211,20.8748005,0.900662892,0.099337108,0.154770552,-0.003412522
8/26/2005,-0.015755371,-0.003418358,0.004162941,-0.008604029,0.001938374,-0.004459029,0.000446979,-0.004903822,-0.01361178,0.000741279,0.006980083,0.001185215,0.004691403,-0.013221301,-0.008788379,41.88530004,-4.43,1.049995,0.998971511,70.265893,-115.0897509,68.3395001,68.12019064,66.96011789,20.69190512,1,0,0.115771353,-0.015631905
8/29/2005,0.003472412,-0.015755371,-0.003418358,0.004162941,0.003290476,-0.000447847,-0.00684525,-0.001939241,-0.007290042,0.001938374,0.000741279,0.006980083,0.001185215,-0.013574899,-0.013221301,43.51931369,-3.57,1.120003,1.007616617,70.0171396,-117.0443381,68.32550015,67.93071425,66.54990884,20.73162697,0.907407442,0.092592558,0.086569536,0.003478448
8/30/2005,0.006759395,0.003472412,-0.015755371,-0.003418358,0.013229252,0.003141114,-0.000597208,-0.006994611,-0.002088603,0.003290476,0.001938374,0.000741279,0.006980083,-0.00075699,-0.013574899,46.67836561,-1.959999,0.93,1.002072573,69.68376828,-100.3842101,68.2900002,67.7854288,66.28156982,20.76851155,0.824073213,0.175926787,0.078877416,0.006782291
8/31/2005,0.023377215,0.006759395,0.003472412,-0.015755371,0.013811607,0.036405432,0.026317294,0.022578972,0.016181568,0.013229252,0.003290476,0.001938374,0.000741279,-0.00370563,-0.00075699,55.98655024,0.419998,1.729996,1.054067104,69.37706665,-15.42895665,68.298,67.79399993,66.31410055,19.45593872,0.500986391,0.499013609,0.136442441,0.023652604
9/1/2005,0.022700318,0.023377215,0.006759395,0.003472412,0.008150456,0.038173201,0.060767026,0.050678888,0.046940566,0.013811607,0.013229252,0.003290476,0.001938374,-0.000574479,-0.00370563,62.91436349,2.75,1.840004,1.110205453,65.849998,77.67463317,68.3939999,67.95133298,66.7292184,19.52243911,0.063928238,0.936071762,0.294118273,0.022959931
9/2/2005,-0.002146605,0.022700318,0.023377215,0.006759395,0.004286874,0.006867891,0.036890636,0.05948446,0.049396322,0.008150456,0.013811607,0.013229252,0.003290476,-0.005888764,-0.000574479,61.91172906,1.740005,0.709999,1.081619278,65.849998,62.80994046,68.48899995,68.08523803,67.33727091,19.39644057,0.096109316,0.903890684,0.524169019,-0.002144303
9/6/2005,0.005001782,-0.002146605,0.022700318,0.023377215,0.002417679,0.008129546,0.010710563,0.040733308,0.063327132,0.004286874,0.008150456,0.013811607,0.013229252,-0.005282359,-0.005888764,63.37831893,2.450005,0.599999,1.04721783,66.02479812,75.97083566,68.5365002,68.2434287,68.05244521,19.46937961,0.054945007,0.945054993,0.748333962,0.005014312
9/7/2005,-0.009165179,0.005001782,-0.002146605,0.022700318,0.008999389,0.00128064,0.006992508,0.009573524,0.039596269,0.002417679,0.004286874,0.008150456,0.013811607,-0.00301788,-0.005282359,58.91133737,2.389999,0.839997,1.032416342,66.28731035,60.67408178,68.5030003,68.33614316,68.6914612,19.1352935,0.195604224,0.804395776,0.864148328,-0.009123307
9/8/2005,-0.005915954,-0.009165179,0.005001782,-0.002146605,0.003585518,0.002293193,-0.005425556,0.000286312,0.002867328,0.008999389,0.002417679,0.004286874,0.008150456,-0.010253524,-0.00301788,56.17956433,1.699996,0.959999,1.027243675,66.53407185,41.13493181,68.4290001,68.39300009,69.16834823,18.23099357,0.285714914,0.714285086,0.878010528,-0.005898489
9/9/2005,0.023456454,-0.005915954,-0.009165179,0.005001782,0.013348708,0.018364827,0.017072502,0.009353753,0.01506562,0.003585518,0.008999389,0.002417679,0.004286874,-0.001144243,-0.010253524,63.47535233,3.57,1.790001,1.081726341,66.76602766,106.3910985,68.4369999,68.61309512,69.68641805,18.19899651,0.029762097,0.970237903,0.845110675,0.02373372
