Date,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,RSI,Momentum,TR,ATR,SAR,CCI,SMA,WMA,HMA,ADX,WPR,pk,pslowD,trough
4/27/2000,0.014184692,0,0.040821967,0,0.022728248,0.028491976,0.057819612,0.063789803,0.051884852,0.011494331,0.040821967,0.017804696,0,-0.005763728,-0.005797141,56.29499072,0.242119,0.302649,0.2975694,9.805821,39.9166469,10.50947895,10.40938864,10.22122224,13.72983011,0.225000103,0.774999897,0.515051426,0
4/28/2000,-0.046117676,0.014184692,0,0.040821967,0.005797141,-0.005763728,0,0.029327636,0.035297827,0.022728248,0.011494331,0.040821967,0.017804696,-0.014641512,-0.005763728,46.77209202,0.090795,0.484238,0.310902872,9.84456004,-35.2841503,10.4867803,10.38560912,10.31641776,13.04527881,0.531250129,0.468749871,0.591230396,1
5/1/2000,0.01173029,-0.046117676,0.014184692,0,0.023599913,-0.002911222,-0.014472091,-0.008708363,0.020619273,0.005797141,0.022728248,0.011494331,0.040821967,-0.005988066,-0.014641512,49.09065971,0.453973,0.302649,0.310313309,9.881749518,-43.83018595,10.47921405,10.3755208,10.38631,12.41357186,0.406250645,0.593749355,0.63002238,0
5/2/2000,0.070352497,0.01173029,-0.046117676,0.014184692,0.058758117,0.09395241,0.067441275,0.055880406,0.061644134,0.023599913,0.005797141,0.022728248,0.011494331,0,-0.005988066,60.63269985,1.210595,0.756622,0.342192502,9.917451418,106.3005994,10.48678025,10.43821232,10.51385223,13.19559048,0,1,0.638710999,0
5/3/2000,-0.073272218,0.070352497,0.01173029,-0.046117676,0,0.008608314,0.043802607,0.017291472,0.005730603,0.058758117,0.023599913,0.005797141,0.022728248,-0.026050687,0,48.35437828,0.242119,0.817152,0.37611818,9.990652833,-4.173498956,10.44894915,10.42524163,10.58694907,13.3578717,0.590909501,0.409090499,0.655870911,0
5/4/2000,-0.005865046,-0.073272218,0.070352497,0.01173029,0.011764792,-0.023122416,-0.014514101,0.020680191,-0.005830944,0,0.058758117,0.023599913,0.005797141,0,-0.026050687,47.55660632,0,0.121059,0.357899667,10.05946216,-33.1140669,10.41414455,10.41010924,10.61210694,13.23383387,0.6363635,0.3636365,0.648674009,1
5/5/2000,0.01169599,-0.005865046,-0.073272218,0.070352497,0.023530495,0.017595736,-0.017291472,-0.008683157,0.026511135,0.011764792,0,0.058758117,0.023599913,-0.018018479,0,49.35625223,0.242119,0.423708,0.362600262,11.137475,-32.4074164,10.3808532,10.409821,10.60802448,12.42255775,0.54545475,0.45454525,0.555871011,0
5/8/2000,-0.014641512,0.01169599,-0.005865046,-0.073272218,0.026907462,0.008888983,0.002954224,-0.031932984,-0.023324669,0.023530495,0.011764792,0,0.058758117,0,-0.018018479,47.1769304,0.090795,0.423708,0.366965101,11.137475,-64.61722733,10.3490751,10.39829155,10.56047854,11.66922991,0.763157735,0.236842265,0.45055814,0
5/9/2000,-0.048347778,-0.014641512,0.01169599,-0.005865046,0.006153789,-0.012195322,-0.030213801,-0.03614856,-0.071035768,0.026907462,0.023530495,0.011764792,0,-0.00930243,0,40.94632979,-0.817151,0.544768,0.379665308,11.0914724,-194.1222164,10.3142705,10.34367068,10.44560704,11.44587487,0.957446629,0.042553371,0.335137461,0
5/10/2000,-0.037859459,-0.048347778,-0.014641512,0.01169599,0.003159469,-0.02184183,-0.040190941,-0.058209419,-0.064144179,0.006153789,0.026907462,0.023530495,0.011764792,-0.015949365,-0.00930243,36.99954734,-1.18033,0.363179,0.378487714,11.00888562,-238.4260278,10.2734129,10.25777606,10.25381552,11.95070652,1,0,0.229817838,1
5/11/2000,0.015949365,-0.037859459,-0.048347778,-0.014641512,0.019169993,0,-0.025001298,-0.043350409,-0.061368888,0.003159469,0.006153789,0.026907462,0.023530495,-0.003231034,-0.015949365,39.61145266,-1.18033,0.211855,0.366585378,10.88116493,-189.3435314,10.22650235,10.19018455,10.04004073,12.55302225,0.881355467,0.118644533,0.130503825,0
5/12/2000,0,0.015949365,-0.037859459,-0.048347778,0.003169587,0.019169993,0,-0.025001298,-0.043350409,0.019169993,0.003159469,0.006153789,0.026907462,-0.009569489,-0.003231034,39.61145266,-0.696092,0.12106,0.349047851,10.72823313,-151.7915283,10.1962375,10.1270607,9.837695855,13.11231543,0.881355467,0.118644533,0.07532029,1
5/15/2000,0.015698869,0,0.015949365,-0.037859459,0.025158556,0.021978891,0.037979296,0.018809303,-0.006191995,0.003169587,0.019169993,0.003159469,0.006153789,0,-0.009569489,42.3818348,-0.665827,0.242119,0.341410076,10.59059452,-108.1827654,10.1856448,10.08123104,9.68092645,12.99598204,0.796609932,0.203390068,0.093240678,0
5/16/2000,0.033693879,0.015698869,0,0.015949365,0.030397398,0.06174795,0.058568284,0.07456869,0.055398697,0.025158556,0.003169587,0.019169993,0.003159469,0,0,48.03046165,-1.089535,0.393443,0.345126713,10.46671977,-36.38396154,10.1916978,10.0681163,9.603748447,12.34121384,0.610169083,0.389830917,0.154425969,0
5/17/2000,-0.027482654,0.033693879,0.015698869,0,0.025001298,0,0.031350551,0.028170886,0.044171291,0.030397398,0.025158556,0.003169587,0.019169993,0,0,44.21143823,-0.575032,0.484238,0.355063234,10.35523249,-84.39721581,10.17505215,10.02848374,9.563627216,11.85189368,0.762711494,0.237288506,0.220339349,0
5/18/2000,-0.006211225,-0.027482654,0.033693879,0.015698869,0.003110435,0.018809303,-0.006191995,0.025158556,0.021978891,0.025001298,0.030397398,0.025158556,0.003169587,-0.006250046,0,43.3858613,-0.575033,0.12106,0.338348717,10.25489394,-76.04896777,10.1463005,9.984671729,9.543679906,11.39752495,0.796609932,0.203390068,0.263653833,0
5/19/2000,-0.009389778,-0.006211225,-0.027482654,0.033693879,0,-0.00312014,0.012578729,-0.01242257,0.018927982,0.003110435,0.025001298,0.030397398,0.025158556,-0.018927982,-0.006250046,42.11546151,-0.786887,0.211854,0.32931338,10.16458925,-84.16181653,10.1190621,9.934950824,9.526850734,11.38800598,0.847457589,0.152542411,0.250471107,0
5/22/2000,-0.019048167,-0.009389778,-0.006211225,-0.027482654,0,-0.006269638,-0.009389778,0.00630909,-0.018692208,0,0.003110435,0.025001298,0.030397398,-0.019048167,-0.018927982,39.61692749,-0.817152,0.181589,0.318761639,10.08331502,-90.59832985,10.08274425,9.870529862,9.496399728,11.54168588,0.926828973,0.073171027,0.205870442,1
5/23/2000,0.003200016,-0.019048167,-0.009389778,-0.006211225,0.006191995,0.018692208,0.01242257,0.00930243,0.025001298,0,0,0.003110435,0.025001298,-0.028348365,-0.019048167,40.253129,-0.302649,0.363179,0.321934307,10.01016822,-69.95883043,10.02675425,9.812450124,9.471953236,11.06395665,0.885713854,0.114286146,0.151369341,0
5/24/2000,0.028348365,0.003200016,-0.019048167,-0.009389778,0.018576358,0.012345784,0.024845997,0.018576358,0.015456218,0.006191995,0,0,0.003110435,-0.012578729,-0.028348365,45.78907565,0.332914,0.393443,0.327042071,9.944336099,-40.99244318,9.98438345,9.7856441,9.484169206,10.42017104,0.62857097,0.37142903,0.147554366,0
5/25/2000,-0.025158556,0.028348365,0.003200016,-0.019048167,0,0.01242257,0.006191995,0.018692208,0.01242257,0.018576358,0.006191995,0,0,-0.031350551,-0.012578729,42.05860556,-0.06053,0.302649,0.325299709,9.885087189,-57.50142475,9.92234045,9.739814438,9.492173013,10.01812171,0.833332783,0.166667217,0.172363131,1
5/26/2000,0.022048121,-0.025158556,0.028348365,0.003200016,0.018692208,0,0.01242257,0.006191995,0.018692208,0,0.018576358,0.006191995,0,-0.012658343,-0.031350551,46.18965102,0.151324,0.302649,0.323681801,9.83176317,-39.84719012,9.89510205,9.720070205,9.516294503,9.644790183,0.519999418,0.480000582,0.247707269,0
5/30/2000,0.02157247,0.022048121,-0.025158556,0.028348365,0,0.030962248,0.01227004,0.02469261,0.018462035,0.018692208,0,0.018576358,0.006191995,-0.01227004,-0.012658343,50.02667047,0.211854,0.211854,0.315694101,9.351847,8.177901987,9.8724034,9.723096676,9.56752073,9.069789872,0.23999963,0.76000037,0.341905266,0
5/31/2000,-0.01227004,0.02157247,0.022048121,-0.025158556,0.006153789,-0.006116252,0.024845997,0.006153789,0.018576358,0,0.018692208,0,0.018576358,-0.00930243,-0.01227004,47.92374427,-0.242119,0.211854,0.308276951,9.351847,0.741558029,9.8058207,9.716755495,9.618951387,8.648478743,0.399998943,0.600001057,0.473863001,1
6/1/2000,0.021374844,-0.01227004,0.02157247,0.022048121,0.015221055,0.021374844,0.009104804,0.040067052,0.021374844,0.006153789,0,0.018692208,0,-0.012345784,-0.00930243,51.74649163,0.242119,0.272384,0.305713169,9.37484832,53.78559238,9.78917505,9.736932095,9.696472747,8.376542097,0.136362749,0.863637251,0.607812095,0
