dates,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,RSI,Momentum,TR,ATR,SAR,CCI,SMA,WMA,HMA,ADX,WPR,pk,pslowD,distance
10/28/2003,-0.013640875,0.00515226,-0.049024934,0.024212066,0.002826144,0.002826144,0.007554309,-0.038750258,-0.03421508,0.009856874,0.011310182,0.011919606,0.000227201,-0.012101298,-0.003070795,47.38919543,-0.02,0.920002,0.954784962,44.73,-96.59100637,42.9100005,42.97295276,43.42380063,14.77205394,0.859106529,0.140893471,0.49503382,1
10/29/2003,0.000473485,-0.013640875,0.00515226,-0.049024934,0.011154666,-0.000707868,-0.000707868,0.004020296,-0.042284271,0.002826144,0.009856874,0.011310182,0.011919606,-0.002389559,-0.012101298,47.50530855,-0.66,0.57,0.927300322,44.73,-98.25897274,42.8725005,42.91009557,43.2219807,14.00155176,0.846416093,0.153583907,0.331688895,0
10/30/2003,-0.013103201,0.000473485,-0.013640875,0.00515226,0.005663111,0.014218201,0.002355667,0.002355667,0.007083831,0.011154666,0.002826144,0.009856874,0.011310182,-0.014539548,-0.002389559,44.59078203,-0.299999,0.849998,0.921778727,44.61279996,-113.5935088,42.82850045,42.79842895,42.94460847,13.43435871,0.983766548,0.016233452,0.18789995,0
11/5/2003,0.021118331,-0.013103201,0.000473485,-0.013640875,0.003050595,0.009889462,0.018444552,0.006582017,0.006582017,0.005663111,0.011154666,0.002826144,0.009856874,-0.004003255,-0.014539548,49.94265706,-0.560002,0.979999,0.925937318,44.43503208,-26.93241203,42.7980004,42.77571462,42.71290804,12.70176549,0.694805646,0.305194354,0.157822939,3
11/6/2003,-0.001880189,0.021118331,-0.013103201,0.000473485,0.007075478,0,0.006838867,0.015393957,0.003531422,0.003050595,0.005663111,0.011154666,0.002826144,0,-0.004003255,49.48001008,-0.270001,0.34,0.884084653,44.26793028,-41.17505647,42.79550025,42.74828582,42.5286944,12.16467885,0.720780338,0.279219662,0.154041112,0
11/7/2003,0.006331385,-0.001880189,0.021118331,-0.013103201,0.004662036,0.017595762,0.010520284,0.017359151,0.025914241,0.007075478,0.003050595,0.005663111,0.011154666,-0.004214476,0,51.12555279,-1.190002,0.490002,0.855935892,44.11085458,11.73966935,42.7805001,42.74680951,42.41249541,11.46387608,0.633117619,0.366882381,0.225217286,0
11/10/2003,-0.004685974,0.006331385,-0.001880189,0.021118331,0.00069822,0.004196812,0.017130537,0.01005506,0.016893926,0.004662036,0.007075478,0.003050595,0.005663111,-0.010532596,-0.004214476,49.83080087,-1.079998,0.48,0.829083328,43.96320343,-3.853366125,42.76600025,42.72771446,42.33993353,10.66573829,0.698051752,0.301948248,0.277777128,0
11/11/2003,0.0004695,-0.004685974,0.006331385,-0.001880189,0.009405148,-0.005135422,-0.00163683,0.011296896,0.004221418,0.00069822,0.004662036,0.007075478,0.003050595,0,-0.010532596,49.9672301,-2.130002,0.399998,0.798434376,43.82441134,-21.43657573,42.7445002,42.71190472,42.29713294,10.09694827,0.69155954,0.30844046,0.319624197,0
11/13/2003,-0.00235013,0.0004695,-0.004685974,0.006331385,0.007075478,0.00518373,-0.00935684,-0.005858248,0.007075478,0.009405148,0.00069822,0.004662036,0.007075478,-0.00308169,0,49.24599961,-0.09,0.479999,0.775688992,43.69394678,-47.45373276,42.75850015,42.68861899,42.29257488,9.834141058,0.724026444,0.275973556,0.312409294,1
11/14/2003,0.009600823,-0.00235013,0.0004695,-0.004685974,0.009544945,0.021309787,0.019418039,0.004877469,0.008376061,0.007075478,0.009405148,0.00069822,0.004662036,-0.001404518,-0.00308169,52.28690968,0.099999,0.66,0.767425493,43.57131009,27.09679827,42.77500005,42.70304754,42.35591512,9.484315146,0.590909475,0.409090525,0.317459766,0
11/18/2003,-0.018819633,0.009600823,-0.00235013,0.0004695,0.00070561,-0.00515951,0.006605332,0.004713584,-0.009826986,0.009544945,0.007075478,0.009405148,0.00069822,-0.00921881,-0.001404518,46.4401268,-0.119999,0.799999,0.769752172,43.45603161,-71.33740137,42.7680001,42.6397143,42.38097627,9.192484616,0.850649578,0.149350422,0.301586812,1
11/20/2003,0.013913678,-0.018819633,0.009600823,-0.00235013,0.009143166,0.008201522,0.002336403,0.014101245,0.012209497,0.00070561,0.009544945,0.007075478,0.009405148,-0.002121892,-0.00921881,50.80888409,0.450001,0.739997,0.767626802,43.34766983,-11.56431542,42.75750015,42.6332382,42.43360985,8.566465442,0.304635503,0.695364497,0.342413832,1
11/21/2003,-0.002344737,0.013913678,-0.018819633,0.009600823,0.016755554,0.006338817,0.005397174,-0.000467946,0.011296896,0.009143166,0.00070561,0.009544945,0.007075478,0,-0.002121892,50.06349126,0.899997,0.71,0.763510602,43.24580976,-45.53534713,42.78750005,42.61823799,42.48528557,8.36255446,0.370862743,0.629137257,0.395785791,0
11/24/2003,0.008182465,-0.002344737,0.013913678,-0.018819633,0.005811943,0.026304922,0.015888185,0.014946542,0.009081422,0.016755554,0.009143166,0.00070561,0.009544945,-0.001866932,0,52.68006578,0.360001,0.540001,0.747545631,43.1500613,34.7508956,42.7775,42.63371427,42.56006012,7.89792466,0.13907237,0.86092763,0.545898556,0
11/25/2003,-0.008182465,0.008182465,-0.002344737,0.013913678,0.001405741,-0.004205614,0.016287366,0.005870629,0.004928986,0.005811943,0.016755554,0.009143166,0.00070561,-0.005171662,-0.001866932,49.8661846,0.09,0.520001,0.731292443,43.139999,-23.85907844,42.76849995,42.61680932,42.61822664,7.686395241,0.370862743,0.629137257,0.642053745,0
11/26/2003,0.006784469,-0.008182465,0.008182465,-0.002344737,0.002797181,0.007242106,0.001630752,0.022123732,0.011706994,0.001405741,0.005811943,0.016755554,0.009143166,-0.006557377,-0.005171662,52.14695434,0.11,0.399998,0.707628554,43.05059918,21.87698383,42.71449985,42.62838066,42.68187407,7.151729733,0.178808846,0.821191154,0.735098619,0
11/28/2003,-0.004673998,0.006784469,-0.008182465,0.008182465,0.00796446,0.000466768,0.004911693,-0.000699662,0.019793318,0.002797181,0.001405741,0.005811943,0.016755554,-0.005187491,-0.006557377,50.44258693,0.109997,0.59,0.699226514,42.96656335,-3.194324361,42.6659998,42.62604724,42.72731456,6.998210989,0.412281579,0.587718421,0.71872278,0
12/1/2003,0.011875841,-0.004673998,0.006784469,-0.008182465,0.011592988,0.020023975,0.012526283,0.016971208,0.011359853,0.00796446,0.002797181,0.001405741,0.005811943,-0.00233486,-0.005187491,54.52428068,0.600003,0.690002,0.69856762,41.650002,171.9030907,42.58949985,42.6769045,42.80915701,6.845231774,0.132352844,0.867647156,0.736206623,0
12/2/2003,-0.005105627,0.011875841,-0.004673998,0.006784469,0.010434785,0.010901117,0.019332104,0.011834412,0.016279336,0.011592988,0.00796446,0.002797181,0.001405741,-0.002333793,-0.00233486,52.51494649,0.48,0.549999,0.687955576,41.650002,128.9514591,42.60899985,42.71409499,42.8890242,6.703179646,0.294118166,0.705881834,0.719538997,0
12/4/2003,0.01615544,-0.005105627,0.011875841,-0.004673998,0.014295816,0.018018459,0.018484791,0.026915778,0.019418086,0.010434785,0.011592988,0.00796446,0.002797181,-0.000929391,-0.002333793,57.83887798,0.77,0.7,0.688815892,41.71920196,199.1497764,42.6524998,42.816095,43.03072907,7.010557699,0,1,0.779037015,1
12/5/2003,-0.001833227,0.01615544,-0.005105627,0.011875841,0.005038971,0.016354136,0.020076779,0.020543111,0.028974098,0.014295816,0.010434785,0.011592988,0.00796446,-0.002989562,-0.000929391,57.0515951,1.489997,0.350002,0.6646149,41.83684984,191.5617219,42.7209997,42.90633293,43.20118262,7.414411681,0.097144,0.902856,0.815946026,0
12/12/2003,0.061164144,-0.001833227,0.01615544,-0.005105627,0.012810945,0.062311569,0.073626734,0.077349376,0.077815709,0.005038971,0.014295816,0.010434785,0.011592988,0,-0.002989562,71.44160902,3.649997,2.75,0.813570978,41.99150186,436.4732638,42.9259996,43.25195181,43.65985334,10.06730965,0,1,0.89834698,4
12/15/2003,-0.016313576,0.061164144,-0.001833227,0.01615544,0.003248557,0.010651161,0.060151784,0.071466949,0.075189591,0.012810945,0.005038971,0.014295816,0.010434785,-0.012661117,0,65.04108938,3,0.829998,0.814744337,42.42735147,269.8992293,43.12099945,43.50661833,44.20801666,12.16634262,0.173210242,0.826789758,0.915693288,0
12/19/2003,0.060211784,-0.016313576,0.061164144,-0.001833227,0.003295574,0.053427738,0.060830342,0.110330965,0.12164613,0.003248557,0.012810945,0.005038971,0.014295816,-0.006416269,-0.012661117,74.37144647,5.479999,3.030003,0.972977099,42.81961612,319.2311691,43.41299945,44.01223743,45.06300312,15.29919422,0.030257333,0.969742667,0.936559354,3
12/23/2003,-0.006837321,0.060211784,-0.016313576,0.061164144,0.007694704,-0.004134821,0.045997343,0.053399946,0.102900569,0.003295574,0.003248557,0.012810945,0.005038971,-0.002508425,-0.006416269,71.9596324,5.5,0.650001,0.949907377,43.51686231,212.7451429,43.69249945,44.45861824,46.0208333,17.70732655,0.080181985,0.919818015,0.915836514,1
1/6/2004,0.043131238,-0.006837321,0.060211784,-0.016313576,0.006169827,0.050875669,0.039046144,0.089178308,0.096580911,0.007694704,0.003295574,0.003248557,0.012810945,-0.002598722,-0.002508425,77.09790745,7.330002,2.300004,1.04634285,44.13043895,222.8695091,44.06449955,45.08028506,47.16126203,20.72071948,0.021479828,0.978520172,0.931218191,7
1/7/2004,-0.024184996,0.043131238,-0.006837321,0.060211784,0.000407021,-0.0189445,0.025761341,0.013931817,0.064063981,0.006169827,0.007694704,0.003295574,0.003248557,-0.007764669,-0.002598722,69.35119542,6.330001,1.470001,1.076604147,45.00817778,143.5621593,44.38649945,45.55223748,48.21399774,22.1998816,0.170370554,0.829629446,0.923599881,0
1/12/2004,0.013172711,-0.024184996,0.043131238,-0.006837321,0.005021603,0.015751517,-0.003600004,0.041105837,0.029276313,0.000407021,0.006169827,0.007694704,0.003295574,-0.008290412,-0.007764669,71.0481353,6.469997,0.89,1.063275279,45.76303317,134.8421512,44.73999945,46.05542782,49.1438735,23.87652384,0.090123917,0.909876083,0.923786021,2
1/16/2004,-0.033991808,0.013172711,-0.024184996,0.043131238,0.014473205,-0.033582189,-0.022852276,-0.042203797,0.002502045,0.005021603,0.000407021,0.006169827,0.007694704,-0.002538673,-0.008290412,61.65891467,5.029998,2.459999,1.163041259,46.41220881,73.56846967,45.01549935,46.36685625,49.73629676,23.6314441,0.295062113,0.704937887,0.876715194,3
1/21/2004,0.040213645,-0.033991808,0.013172711,-0.024184996,0.005012542,0.054878619,0.006823225,0.017553139,-0.001798382,0.014473205,0.005021603,0.000407021,0.006169827,-0.00100551,-0.002538673,67.19889908,6.3,1.990002,1.222109884,46.97049985,113.1503369,45.36899935,46.83966584,50.22307468,24.27482613,0.05185208,0.94814792,0.858381223,1
1/26/2004,-0.027999436,0.040213645,-0.033991808,0.013172711,0.004123635,-0.023386974,0.026479104,-0.02157629,-0.010846377,0.005012542,0.014473205,0.005021603,0.000407021,-0.008924019,-0.00100551,60.59392719,5,2.009999,1.278387678,47.45063015,68.38080886,45.6934992,47.14738,50.46321401,23.67810548,0.236220904,0.763779096,0.824918912,2
1/27/2004,0.001233848,-0.027999436,0.040213645,-0.033991808,0.007396705,0.009254483,-0.018256126,0.031609951,-0.016445443,0.004123635,0.005012542,0.014473205,0.005021603,-0.002477866,-0.008924019,60.77445682,2.310002,0.479999,1.221359915,47.86354221,67.22203627,45.99149915,47.42990388,50.48938555,23.239544,0.228947541,0.771052459,0.829200696,0
2/2/2004,-0.022865245,0.001233848,-0.027999436,0.040213645,0.006945245,-0.01684561,-0.014987832,-0.042498441,0.007367637,0.007396705,0.004123635,0.005012542,0.014473205,-0.004869259,-0.002477866,55.73350098,1.960003,1.540001,1.244119992,50.400002,33.31598586,46.2394993,47.57928501,50.25881615,22.04425412,0.384823879,0.615176121,0.783316895,3
2/3/2004,0.004405735,-0.022865245,0.001233848,-0.027999436,0.009036523,0.009458841,-0.014332014,-0.012474236,-0.039984845,0.006945245,0.007396705,0.004123635,0.005012542,-0.00635324,-0.004869259,56.47572159,-0.66,0.729999,1.207397064,50.400002,31.17930919,46.48049925,47.72504698,49.84293026,20.99852526,0.376790902,0.623209098,0.738047203,0
2/5/2004,-0.010521983,0.004405735,-0.022865245,0.001233848,0,0.004213215,0.004635533,-0.019155322,-0.017297545,0.009036523,0.006945245,0.007396705,0.004123635,-0.008656235,-0.00635324,54.14776012,-0.829998,0.61,1.164725846,50.26680192,20.49751117,46.71399935,47.80023753,49.31110626,20.02749132,0.64139359,0.35860641,0.639604109,1
2/9/2004,0.02362401,-0.010521983,0.004405735,-0.022865245,0.020979126,0.022449539,0.026662754,0.027085072,0.003294217,0,0.009036523,0.006945245,0.007396705,-0.000629879,-0.008656235,58.32844643,-1.819999,1.380002,1.180102714,50.13892984,42.36089425,46.9894995,47.96080921,48.86204862,19.72882773,0.409835898,0.590164102,0.575378769,1
2/10/2004,-0.017718087,0.02362401,-0.010521983,0.004405735,0.023470704,0.004398353,0.005868766,0.01008198,0.010504299,0.020979126,0,0.009036523,0.006945245,-0.001927402,-0.000629879,54.31658939,-1.470001,1.75,1.220809663,50.01617265,7.604394066,47.2324995,48.01419011,48.44883795,18.78728603,0.7600008,0.2399992,0.484193439,0
2/11/2004,0.007751144,-0.017718087,0.02362401,-0.010521983,0.015764908,0.02555845,0.006486099,0.007956512,0.012169726,0.023470704,0.020979126,0,0.009036523,-0.004884792,-0.001927402,55.74353219,-1.75,0.98,1.203608973,49.81420241,10.78943241,47.46849935,48.07966616,48.12769066,17.9725704,0.6613344,0.3386656,0.436619803,0
2/12/2004,-0.003972781,0.007751144,-0.017718087,0.02362401,0.009032747,0.013050048,0.02284359,0.003771239,0.005241652,0.015764908,0.023470704,0.020979126,0,-0.002958561,-0.004884792,54.79699443,-0.279998,0.669998,1.165493903,49.62435039,-0.018320083,47.70599935,48.10457099,47.88178885,17.21604874,0.712000533,0.287999467,0.358251431,0
2/17/2004,0.020529513,-0.003972781,0.007751144,-0.017718087,0.001229801,0.02972885,0.033746151,0.043539693,0.024467341,0.009032747,0.015764908,0.023470704,0.020979126,-0.005346466,-0.002958561,58.72937708,-1.259999,1.09,1.160101481,49.44588948,52.32771053,47.9579994,48.20114257,47.78743737,17.13406281,0.382089482,0.617910518,0.364452084,1
2/18/2004,-0.016974098,0.020529513,-0.003972781,0.007751144,0.001034447,-0.008237217,0.020261832,0.024279133,0.034072675,0.001229801,0.009032747,0.015764908,0.023470704,-0.008523053,-0.005346466,54.50026273,-0.699996,0.819999,1.135808447,49.27813623,-2.495723248,48.1729996,48.19561901,47.74714715,16.58419707,0.626865449,0.373134551,0.376698265,0
3/1/2004,0.047496912,-0.016974098,0.020529513,-0.003972781,0.016172899,0.044136737,0.034865073,0.063364122,0.067381423,0.001034447,0.001229801,0.009032747,0.015764908,-0.000201349,-0.008523053,62.71595193,1.57,2.59,1.239679272,46.650002,147.3533094,48.3669997,48.39152381,47.99351052,17.23340806,0.067708854,0.932291146,0.49410626,7
3/2/2004,-0.012621664,0.047496912,-0.016974098,0.020529513,0.00460331,0.008019329,0.035983167,0.026711503,0.055210552,0.016172899,0.001034447,0.001229801,0.009032747,-0.005027663,-0.000201349,59.58317263,2.039997,0.630002,1.196130896,46.650002,106.3466463,48.5669997,48.50895222,48.35797873,17.77964562,0.231771875,0.768228125,0.586226064,0
3/5/2004,0.010030175,-0.012621664,0.047496912,-0.016974098,0.008000083,0.00699659,0.010412609,0.038376447,0.029104783,0.00460331,0.016172899,0.001034447,0.001229801,-0.000602571,-0.005027663,61.23806587,2.329998,0.600003,1.153550332,46.803602,110.3182507,48.6504996,48.65495206,48.81099391,18.34860706,0.101563542,0.898436458,0.732882863,2
3/11/2004,-0.026085738,0.010030175,-0.012621664,0.047496912,0.011743444,-0.002412526,-0.003416019,0,0.027963838,0.008000083,0.00460331,0.016172899,0.001034447,-0.006128702,-0.000602571,54.98290061,1.540001,1.299999,1.164010951,46.951058,36.34992733,48.68599975,48.67014267,49.14411406,18.05915556,0.43750026,0.56249974,0.766863764,3
3/18/2004,0.027681311,-0.026085738,0.010030175,-0.012621664,0.002980668,0.026132221,0.011976251,0.010972758,0.014388777,0.011743444,0.008000083,0.00460331,0.016172899,-0.006989504,-0.006128702,59.69187329,1.779998,1.590001,1.194438811,47.09261576,116.8871446,48.6839997,48.8124284,49.47140878,18.20569311,0.080729687,0.919270313,0.800925174,4
3/22/2004,-0.025225836,0.027681311,-0.026085738,0.010030175,0.001408856,-0.01060326,0.012548293,-0.001607677,-0.00261117,0.002980668,0.011743444,0.008000083,0.00460331,-0.015425575,-0.006989504,54.12837339,1.380001,1.290001,1.201264682,47.22851121,41.57331652,48.6794997,48.835857,49.65636813,17.54421397,0.406250521,0.593749479,0.742765596,1
3/23/2004,0.004486182,-0.025225836,0.027681311,-0.026085738,0.002026404,-0.005047966,-0.017060082,0.006091471,-0.008064499,0.001408856,0.002980668,0.011743444,0.008000083,-0.01224501,-0.015425575,54.9246668,1.230004,0.700001,1.165460133,47.35897084,37.42476762,48.6534999,48.88066675,49.74529439,16.78613943,0.348958333,0.651041667,0.735531944,0
3/25/2004,-0.024509578,0.004486182,-0.025225836,0.027681311,0.001454546,-0.02339526,-0.03046963,-0.042481746,-0.019330193,0.002026404,0.001408856,0.002980668,0.011743444,-0.006257822,-0.01224501,49.88074839,0.229999,1.360001,1.17935591,47.48421209,-49.7498993,48.65099995,48.81461904,49.64153816,15.75688327,0.658854948,0.341145052,0.647279687,1
3/31/2004,0.065372242,-0.024509578,0.004486182,-0.025225836,0.002727529,0.066563956,0.041714151,0.034639781,0.022627664,0.001454546,0.002026404,0.001408856,0.002980668,-0.014541384,-0.006257822,60.51322029,2.48,3.440003,1.340830702,47.60444368,172.7443321,48.712,49.05738105,49.73385213,16.29152429,0.042105474,0.957894526,0.6333421,3
4/1/2004,-0.006269613,0.065372242,-0.024509578,0.004486182,0.005839982,0.0050594,0.068895827,0.044046021,0.036971651,0.002727529,0.001454546,0.002026404,0.001408856,-0.009218482,-0.014541384,59.1779206,2.979999,0.77,1.30005708,47.83217718,145.2088721,48.82600015,49.26385733,49.94388907,16.84215783,0.140659152,0.859340848,0.632710874,0
4/7/2004,0.051892545,-0.006269613,0.065372242,-0.024509578,0.011033305,0.048585591,0.047805009,0.111641436,0.08679163,0.005839982,0.002727529,0.001454546,0.002026404,-0.003767902,-0.009218482,66.01695268,3.36,2.889999,1.41362436,48.12720301,233.646987,49.07250015,49.7175716,50.49033115,18.2565092,0.027607362,0.972392638,0.766454409,3
4/8/2004,-0.001493969,0.051892545,-0.006269613,0.065372242,0.000741784,0.014189913,0.051742199,0.050961617,0.114798044,0.011033305,0.005839982,0.002727529,0.001454546,-0.009319732,-0.003767902,65.66719731,3.91,0.539997,1.351222406,48.69148271,197.0186303,49.37,50.14019045,51.22970677,19.63027255,0.069918885,0.930081115,0.856647005,0
4/12/2004,0.005404934,-0.001493969,0.051892545,-0.006269613,0.013590528,0.003333954,0.016782083,0.054334368,0.053553787,0.000741784,0.011033305,0.005839982,0.002727529,0,-0.009319732,66.36287979,3.700001,0.730004,1.306849663,49.32130466,169.6862641,49.67149995,50.56209511,52.02756844,20.9581768,0.044515573,0.955484427,0.934377866,0
4/14/2004,-0.014792911,0.005404934,-0.001493969,0.051892545,0.007150971,-0.000374878,-0.010631453,0.002816676,0.040368962,0.013590528,0.000741784,0.011033305,0.005839982,-0.000944714,0,62.63929298,4.199997,0.899997,1.277788758,49.98752229,124.5114477,49.95849985,50.88004731,52.7264295,21.80677067,0.170111897,0.829888103,0.92613627,1
4/16/2004,0.023122455,-0.014792911,0.005404934,-0.001493969,0.017513601,0.032881201,0.025355351,0.015098777,0.028546906,0.007150971,0.013590528,0.000741784,0.011033305,0,-0.000944714,65.87581097,4.07,1.710003,1.308661204,50.56046945,144.1608674,50.25099975,51.28876161,53.39367859,23.14490902,0.067821212,0.932178788,0.921218127,1
4/21/2004,-0.033742639,0.023122455,-0.014792911,0.005404934,0.007264437,-0.023902521,-0.008534921,-0.016060771,-0.026317345,0.017513601,0.007150971,0.013590528,0.000741784,-0.003459546,0,58.01865845,3.520001,2.310001,1.380185475,51.2259945,64.72706015,50.49599985,51.4981903,53.81467556,22.98348543,0.327561328,0.672438672,0.874167836,2
4/22/2004,0.014761793,-0.033742639,0.023122455,-0.014792911,0.021457237,0.021073414,-0.010093544,0.005274056,-0.002251793,0.007264437,0.017513601,0.007150971,0.013590528,-0.001152238,-0.003459546,60.23214961,4.079998,1.189999,1.366600727,51.78503554,74.65934421,50.76149995,51.75857127,54.10626566,23.15387574,0.215007359,0.784992641,0.837962998,0
4/26/2004,-0.005840846,0.014761793,-0.033742639,0.023122455,0.001499494,0.024458533,0.024074711,-0.007092247,0.008275353,0.021457237,0.007264437,0.017513601,0.007150971,-0.008666275,-0.001152238,58.9028798,4.959999,0.540001,1.307557889,52.040001,74.48451386,51.02099985,51.96414251,54.24683829,23.38246783,0.259740693,0.740259307,0.780200698,1
4/27/2004,0.014631719,-0.005840846,0.014761793,-0.033742639,0.026863661,0.011933761,0.0348928,0.034508977,0.003342019,0.001499494,0.021457237,0.007264437,0.017513601,0,-0.008666275,61.22181552,2.5,1.430001,1.316303826,52.468801,77.31823976,51.26999985,52.21928548,54.30761801,23.8440761,0.147186147,0.852813853,0.773929614,0
4/29/2004,-0.031208244,0.014631719,-0.005840846,0.014761793,0.004134605,0.015117446,0.000187546,0.023146585,0.022762762,0.026863661,0.001499494,0.021457237,0.007264437,-0.019972115,0,54.24851966,1.169998,1.650002,1.34013941,54.720001,38.04212981,51.4774997,52.29357111,54.14969938,23.8916891,0.385281674,0.614718326,0.753727545,1
5/6/2004,0.04672962,-0.031208244,0.014631719,-0.005840846,0.000727688,0.034974496,0.045957337,0.031027437,0.053986477,0.004134605,0.026863661,0.001499494,0.021457237,-0.01503512,-0.019972115,61.39476603,0.950001,2.940003,1.45441538,52.049999,105.6164261,51.69299975,52.5852379,54.08708874,24.66839804,0.06250013,0.93749987,0.776765482,4
5/10/2004,-0.043468813,0.04672962,-0.031208244,0.014631719,0.001892205,-0.038020322,-0.003773514,0.007209327,-0.007720573,0.000727688,0.004134605,0.026863661,0.001499494,-0.011045589,-0.01503512,53.07624703,-1.289997,2.32,1.516242853,52.049999,23.67041152,51.8239999,52.6354285,53.86681416,24.00984675,0.619686747,0.380313253,0.727261665,1
5/11/2004,0.008200694,-0.043468813,0.04672962,-0.031208244,0.018191042,-0.001895697,-0.041808225,-0.007561416,0.003421425,0.001892205,0.000727688,0.004134605,0.026863661,-0.000966631,-0.011045589,54.31186512,-1.149997,1,1.479368364,54.990002,16.32682579,51.9515001,52.71409536,53.60354708,23.0657547,0.551886532,0.448113468,0.678165565,0
5/13/2004,-0.004759647,0.008200694,-0.043468813,0.04672962,0.009302355,0.022356869,0.00227013,-0.037642398,-0.003395589,0.018191042,0.001892205,0.000727688,0.004134605,-0.002673779,-0.000966631,53.43093887,-0.609996,0.629997,1.418698981,54.990002,19.09985646,52.13100015,52.75680983,53.3246753,22.30407154,0.787233803,0.212766197,0.526627884,1
5/14/2004,0.010063656,-0.004759647,0.008200694,-0.043468813,0.005667935,0.012321301,0.025375815,0.005289075,-0.034623452,0.009302355,0.018191042,0.001892205,0.000727688,-0.002656044,-0.002673779,55.09385192,-1.32,0.68,1.365934768,54.85840196,31.79000796,52.26850015,52.83290505,53.08576169,21.68398998,0.626140235,0.373859765,0.426873215,0
5/18/2004,-0.031084601,0.010063656,-0.004759647,0.008200694,0.00038545,-0.016813483,-0.010160118,0.002894397,-0.017192343,0.005667935,0.009302355,0.018191042,0.001892205,-0.011242646,-0.002656044,49.29908326,-1.14,1.630001,1.384796641,54.73206592,-51.41289503,52.3875002,52.74161942,52.7666744,20.20203179,0.997289433,0.002710567,0.296140986,1
5/19/2004,0.009504446,-0.031084601,0.010063656,-0.004759647,0.012482197,0.009973251,-0.007225683,-0.000572317,0.012482197,0.00038545,0.005667935,0.009302355,0.018191042,-0.003872241,-0.011242646,50.9785947,-1.430001,1.090001,1.36373981,54.52614191,-41.79842833,52.52000005,52.68566692,52.44418683,19.12976801,0.864498755,0.135501245,0.237349726,0
5/20/2004,-0.007751919,0.009504446,-0.031084601,0.010063656,0.003276518,0.004242216,0.00173327,-0.015465664,-0.008812298,0.012482197,0.00038545,0.005667935,0.009302355,-0.007751919,-0.003872241,49.53602948,-1.519996,0.569999,1.307044038,54.33257333,-94.82199292,52.6920002,52.57900044,52.10330504,18.03128773,0.972898938,0.027101062,0.140746775,0
5/25/2004,0.045263421,-0.007751919,0.009504446,-0.031084601,0.004269941,0.041223478,0.042189175,0.039680229,0.022481295,0.003276518,0.012482197,0.00038545,0.005667935,-0.001862161,-0.007751919,57.28180417,0.079998,2.579998,1.397969321,54.15061887,86.60970999,52.8210001,52.68261938,52.03326721,18.14492297,0.327913826,0.672086174,0.168008104,2
5/28/2004,-0.014609719,0.045263421,-0.007751919,0.009504446,0.001312459,-0.007094895,0.029858642,0.030824339,0.028315393,0.004269941,0.003276518,0.012482197,0.00038545,-0.01037254,-0.001862161,54.33812541,0.950001,1.029999,1.371685726,53.98,10.12759173,52.92700005,52.69966699,52.10625444,17.62108063,0.539295497,0.460704503,0.239988122,2
6/2/2004,0.016096192,-0.014609719,0.045263421,-0.007751919,0.0016558,0.020427878,0.012020524,0.048974061,0.049939758,0.001312459,0.004269941,0.003276518,0.012482197,-0.0099927,-0.01037254,56.96412103,-0.68,1.400002,1.373708317,51.299999,101.3295326,52.9405001,52.78852422,52.33961276,17.66485678,0.306233084,0.693766916,0.424570868,1
6/4/2004,-0.011390301,0.016096192,-0.014609719,0.045263421,0.00074462,-0.01055075,0.008221328,-0.000186027,0.03676751,0.0016558,0.001312459,0.004269941,0.003276518,-0.01123613,-0.0099927,54.56701771,1.029999,0.760003,1.329872223,51.299999,40.40301298,52.9275002,52.8180004,52.61084807,17.24025748,0.471544874,0.528455126,0.518819542,1
6/7/2004,0.013430551,-0.011390301,0.016096192,-0.014609719,0.003710598,0.005571026,-0.005724344,0.013047734,0.00464038,0.00074462,0.0016558,0.001312459,0.004269941,-0.003724418,-0.01123613,56.87383616,1.319999,0.75,1.288452779,51.42399912,87.99340082,52.9360003,52.91728619,52.92386922,16.98789126,0.27642281,0.72357719,0.606142597,0
6/9/2004,-0.020024978,0.013430551,-0.011390301,0.016096192,0.000562569,-0.00858693,-0.006726501,-0.018021872,0.000750206,0.003710598,0.00074462,0.0016558,0.001312459,-0.012267796,-0.003724418,52.59959041,0.5,1.310001,1.289991937,51.54303924,1.090218308,52.9305005,52.91385778,53.14260138,16.09923413,0.566395203,0.433604797,0.590484765,1
6/10/2004,0.00358521,-0.020024978,0.013430551,-0.011390301,0.006406654,-0.001313919,-0.010463417,-0.008602989,-0.019898359,0.000562569,0.003710598,0.00074462,0.0016558,-0.001324128,-0.012267796,53.27114672,0.16,0.41,1.22713537,51.65731775,17.11085154,52.8725005,52.92904821,53.29107633,15.27405251,0.422580881,0.577419119,0.596226383,0
6/14/2004,-0.020168131,0.00358521,-0.020024978,0.013430551,0.002673288,-0.008733737,-0.01645431,-0.025603809,-0.02374338,0.006406654,0.000562569,0.003710598,0.00074462,-0.007099694,-0.001324128,49.09230706,0.719998,1.16,1.222339987,51.76702512,-80.97678038,52.8515004,52.84880997,53.27948054,14.47146321,0.764516357,0.235483643,0.518527308,0
6/18/2004,0.046747151,-0.020168131,0.00358521,-0.020024978,0.006204399,0.049791248,0.038384223,0.03066365,0.021514151,0.002673288,0.006406654,0.000562569,0.003710598,-0.002199066,-0.007099694,57.52190116,2.720001,2.940002,1.345030131,51.87234419,160.7973643,52.9160004,53.0077147,53.40820378,14.62886669,0.122616009,0.877383991,0.519043935,3
